Location,Date,Time,Traffic_Status
Srikakulam,2025-03-06,10:11,Medium
Nellore,2025-12-20,01:20,Low
Chittoor,2025-07-25,15:37,Low
Prakasam,2025-04-10,04:35,High
Visakhapatnam,2025-04-02,15:23,High
Srikakulam,2025-07-17,02:19,High
Vizianagaram,2025-12-01,08:09,Medium
East Godavari,2025-01-26,03:16,High
Anantapur,2025-04-01,00:14,Medium
Srikakulam,2025-04-12,06:40,Medium
Vizianagaram,2025-06-09,11:40,Low
Prakasam,2025-11-28,20:09,Low
Nellore,2025-06-19,11:30,Medium
Guntur,2025-10-09,04:39,Low
Visakhapatnam,2025-06-22,06:10,High
YSR Kadapa,2025-07-12,08:43,High
Nellore,2025-02-16,14:25,High
Chittoor,2025-01-09,12:31,High
Kurnool,2025-11-17,06:41,High
Visakhapatnam,2025-12-04,07:33,Medium
West Godavari,2025-02-01,14:45,Low
Srikakulam,2025-11-09,18:52,High
Krishna,2025-03-23,06:43,Low
Krishna,2025-06-04,02:58,High
Nellore,2025-07-14,08:01,High
Guntur,2025-10-11,09:24,Low
Guntur,2025-05-06,06:09,High
Nellore,2025-04-10,15:49,High
West Godavari,2025-03-02,19:32,Low
Guntur,2025-01-27,16:17,Low
Nellore,2025-05-23,06:38,Low
YSR Kadapa,2025-06-22,02:03,Low
West Godavari,2025-08-21,12:15,High
East Godavari,2025-09-22,04:29,Low
Srikakulam,2025-06-15,19:45,High
Srikakulam,2025-05-23,11:52,High
Anantapur,2025-10-08,08:04,Low
Krishna,2025-10-08,12:00,Medium
West Godavari,2025-12-16,20:52,High
Kurnool,2025-08-26,12:14,Medium
West Godavari,2025-02-13,09:20,Low
Visakhapatnam,2025-09-03,11:23,Medium
East Godavari,2025-01-15,00:18,Low
Chittoor,2025-07-11,18:57,Medium
Chittoor,2025-04-26,09:54,Medium
Anantapur,2025-06-12,18:05,Medium
YSR Kadapa,2025-01-01,19:12,Low
Vizianagaram,2025-11-09,20:20,Medium
Krishna,2025-07-22,12:35,Low
Visakhapatnam,2025-11-05,16:28,High
Kurnool,2025-04-28,06:04,High
East Godavari,2025-01-07,08:41,High
West Godavari,2025-08-08,08:09,Low
Prakasam,2025-01-18,03:02,Low
West Godavari,2025-06-10,08:49,High
Vizianagaram,2025-04-05,02:39,Medium
Nellore,2025-09-25,16:47,High
Anantapur,2025-05-10,16:06,Medium
Guntur,2025-10-10,09:15,High
Krishna,2025-09-16,15:04,Medium
Guntur,2025-02-03,02:27,High
West Godavari,2025-09-03,03:01,High
Krishna,2025-04-11,07:21,Low
West Godavari,2025-06-10,18:01,High
Prakasam,2025-01-20,19:03,High
Nellore,2025-08-06,07:48,Low
Vizianagaram,2025-07-06,23:44,Medium
Krishna,2025-12-24,18:59,Low
Kurnool,2025-02-16,15:18,Low
Krishna,2025-12-03,19:43,Medium
Prakasam,2025-08-19,10:54,Low
Chittoor,2025-01-18,01:41,High
Prakasam,2025-01-08,21:39,Medium
East Godavari,2025-11-28,18:53,Medium
Visakhapatnam,2025-05-28,02:16,Medium
YSR Kadapa,2025-04-20,12:03,Low
Chittoor,2025-04-15,20:03,High
Anantapur,2025-04-15,01:16,Medium
YSR Kadapa,2025-02-14,10:14,Medium
Prakasam,2025-06-07,01:21,High
Krishna,2025-04-28,20:02,High
Visakhapatnam,2025-01-12,16:35,Low
Chittoor,2025-04-07,16:51,Low
Guntur,2025-01-28,12:28,Low
Kurnool,2025-11-20,00:25,Low
Krishna,2025-07-05,09:20,High
Vizianagaram,2025-08-22,15:37,Low
Anantapur,2025-05-07,05:33,Medium
Guntur,2025-05-03,11:27,Low
Nellore,2025-04-09,18:35,High
Visakhapatnam,2025-04-18,19:28,Low
Guntur,2025-03-04,19:23,Medium
Guntur,2025-01-24,18:54,Low
Srikakulam,2025-03-23,02:01,Medium
Chittoor,2025-09-19,15:50,Low
Visakhapatnam,2025-09-04,20:17,Low
Visakhapatnam,2025-02-20,04:22,Low
Krishna,2025-10-13,18:40,Low
Guntur,2025-10-13,11:22,High
YSR Kadapa,2025-06-16,07:37,Medium
YSR Kadapa,2025-02-06,02:13,Low
Krishna,2025-04-24,12:21,High
Prakasam,2025-06-01,18:41,Medium
Krishna,2025-03-03,07:05,High
West Godavari,2025-10-03,10:24,Low
Nellore,2025-11-06,20:39,High
YSR Kadapa,2025-12-08,12:44,Medium
YSR Kadapa,2025-01-02,14:42,High
Guntur,2025-02-26,10:44,Low
Vizianagaram,2025-01-18,17:12,Low
YSR Kadapa,2025-05-16,23:42,Low
East Godavari,2025-06-11,13:57,Medium
Anantapur,2025-08-09,06:32,Medium
Prakasam,2025-11-06,18:25,Low
East Godavari,2025-12-16,16:20,Low
Chittoor,2025-08-16,17:31,Low
Visakhapatnam,2025-04-22,20:36,Low
Vizianagaram,2025-03-12,12:20,Low
Visakhapatnam,2025-08-17,02:49,Low
Guntur,2025-09-19,01:22,High
Vizianagaram,2025-09-15,07:11,Low
Srikakulam,2025-02-24,20:46,Medium
Chittoor,2025-02-18,22:43,Medium
Nellore,2025-07-08,10:01,High
Guntur,2025-08-08,18:58,Medium
Visakhapatnam,2025-12-11,11:28,High
Vizianagaram,2025-07-22,06:49,Medium
Prakasam,2025-04-04,17:33,Medium
Chittoor,2025-05-06,17:03,Medium
Kurnool,2025-06-04,08:02,High
Visakhapatnam,2025-03-09,12:21,High
Nellore,2025-01-18,17:42,Low
YSR Kadapa,2025-04-08,18:46,High
YSR Kadapa,2025-06-02,11:28,Low
Vizianagaram,2025-01-06,18:26,High
Vizianagaram,2025-03-08,17:55,High
Vizianagaram,2025-02-19,23:56,Medium
Vizianagaram,2025-03-26,03:35,Low
Krishna,2025-05-12,22:02,Low
Vizianagaram,2025-01-21,14:17,High
Chittoor,2025-08-15,04:53,Low
East Godavari,2025-02-11,04:56,High
Chittoor,2025-08-18,23:51,Medium
Chittoor,2025-11-03,09:34,High
Visakhapatnam,2025-08-11,18:38,Medium
Guntur,2025-10-01,22:53,High
West Godavari,2025-03-24,08:45,Medium
East Godavari,2025-10-04,02:18,Medium
Visakhapatnam,2025-05-05,22:19,High
Srikakulam,2025-12-11,19:30,Medium
Visakhapatnam,2025-12-18,19:44,Medium
West Godavari,2025-04-05,13:20,Medium
Chittoor,2025-07-04,19:09,Low
Kurnool,2025-07-24,11:55,High
East Godavari,2025-09-15,04:06,Low
Guntur,2025-04-01,11:11,Low
Krishna,2025-01-18,22:06,Medium
Srikakulam,2025-04-21,17:08,High
Vizianagaram,2025-01-02,03:15,Medium
Krishna,2025-08-05,22:54,High
Chittoor,2025-07-08,16:04,Low
Kurnool,2025-01-09,10:50,Low
Prakasam,2025-06-28,18:14,Medium
Kurnool,2025-05-01,13:38,Medium
East Godavari,2025-03-03,08:39,High
Guntur,2025-11-03,08:42,Medium
Krishna,2025-03-11,06:34,Medium
Chittoor,2025-11-23,01:38,Low
Prakasam,2025-07-11,06:43,Medium
Krishna,2025-08-01,13:03,High
Anantapur,2025-12-22,17:56,Medium
East Godavari,2025-07-11,03:41,Low
Chittoor,2025-11-05,13:56,High
Srikakulam,2025-01-22,16:01,Low
Vizianagaram,2025-06-21,09:40,Low
West Godavari,2025-12-08,09:08,High
YSR Kadapa,2025-01-23,03:33,Low
Prakasam,2025-02-19,18:56,Low
Anantapur,2025-12-22,12:41,Low
YSR Kadapa,2025-05-17,20:42,Low
YSR Kadapa,2025-03-17,02:18,Medium
Visakhapatnam,2025-01-21,23:30,High
Nellore,2025-03-06,00:57,High
West Godavari,2025-04-13,20:23,Medium
Guntur,2025-12-21,18:00,High
Vizianagaram,2025-09-05,08:49,High
Vizianagaram,2025-01-17,08:20,High
East Godavari,2025-02-14,03:23,Low
Visakhapatnam,2025-11-23,03:39,High
West Godavari,2025-01-10,03:22,Low
Guntur,2025-05-13,22:53,Low
West Godavari,2025-11-26,15:32,Medium
Nellore,2025-08-11,06:07,Medium
West Godavari,2025-02-10,22:15,High
Krishna,2025-02-04,04:11,Low
Prakasam,2025-10-03,10:26,High
Chittoor,2025-03-24,13:40,Low
Nellore,2025-08-02,02:51,Low
Nellore,2025-12-21,08:39,Low
East Godavari,2025-12-16,10:21,Medium
Srikakulam,2025-04-06,15:29,High
Chittoor,2025-10-07,08:36,Low
Nellore,2025-03-15,12:01,Low
Chittoor,2025-07-16,12:05,Low
West Godavari,2025-12-14,12:51,Medium
Kurnool,2025-07-27,18:24,Medium
Visakhapatnam,2025-12-11,11:55,High
East Godavari,2025-03-28,04:55,High
West Godavari,2025-12-14,09:56,Medium
Vizianagaram,2025-07-24,09:08,Medium
Krishna,2025-04-05,10:00,Medium
Kurnool,2025-11-07,17:48,High
Anantapur,2025-07-19,01:34,Medium
Vizianagaram,2025-01-04,09:26,High
YSR Kadapa,2025-08-06,04:53,Medium
Visakhapatnam,2025-07-01,18:58,High
Kurnool,2025-04-12,04:07,Low
Srikakulam,2025-10-07,05:29,High
Srikakulam,2025-02-08,14:48,High
Srikakulam,2025-12-06,20:42,High
East Godavari,2025-08-03,05:36,Medium
East Godavari,2025-09-20,11:24,High
Prakasam,2025-02-28,11:15,Medium
Vizianagaram,2025-05-19,03:14,Low
YSR Kadapa,2025-08-17,13:10,Medium
Prakasam,2025-04-27,08:15,Low
Srikakulam,2025-10-11,13:11,Low
Visakhapatnam,2025-09-04,17:02,Low
Chittoor,2025-04-26,03:01,High
East Godavari,2025-10-26,00:53,Low
Krishna,2025-11-06,04:17,High
Prakasam,2025-09-21,11:22,High
Vizianagaram,2025-12-16,04:32,Medium
Guntur,2025-10-04,11:01,Low
West Godavari,2025-03-23,18:37,High
Chittoor,2025-12-02,17:41,High
Krishna,2025-07-26,15:25,High
Vizianagaram,2025-01-16,20:50,High
Vizianagaram,2025-08-28,13:10,High
Srikakulam,2025-10-05,02:56,Low
West Godavari,2025-05-17,08:33,Low
Srikakulam,2025-12-13,13:37,High
West Godavari,2025-11-16,17:27,High
East Godavari,2025-03-14,22:24,Medium
Prakasam,2025-03-22,12:16,Low
YSR Kadapa,2025-02-18,00:09,Medium
Visakhapatnam,2025-12-19,20:55,Medium
Nellore,2025-10-08,10:15,Medium
Krishna,2025-05-07,10:44,Medium
Anantapur,2025-02-27,07:11,Low
Prakasam,2025-04-20,01:04,Medium
Prakasam,2025-10-01,00:04,Medium
Vizianagaram,2025-02-17,01:23,High
Chittoor,2025-08-03,19:05,High
Prakasam,2025-06-01,03:09,Low
Srikakulam,2025-06-20,14:29,Medium
East Godavari,2025-01-11,12:59,Low
West Godavari,2025-06-11,11:22,Low
Kurnool,2025-06-14,21:22,Medium
Anantapur,2025-02-20,17:54,Medium
Krishna,2025-05-02,19:43,Medium
East Godavari,2025-10-13,22:35,Medium
West Godavari,2025-02-10,03:46,Medium
Kurnool,2025-04-26,15:46,Medium
Vizianagaram,2025-04-01,20:36,Low
Visakhapatnam,2025-07-24,20:32,High
Visakhapatnam,2025-01-26,03:46,Medium
Chittoor,2025-10-25,19:45,High
Vizianagaram,2025-01-17,22:56,High
East Godavari,2025-08-01,18:36,Medium
Visakhapatnam,2025-04-17,16:18,Low
Chittoor,2025-01-22,21:29,High
West Godavari,2025-12-17,18:32,Low
Visakhapatnam,2025-10-15,14:11,Low
Vizianagaram,2025-02-20,17:43,High
Vizianagaram,2025-11-14,05:31,High
Vizianagaram,2025-11-10,07:52,Medium
East Godavari,2025-02-17,16:37,Medium
Guntur,2025-04-01,18:43,Low
Chittoor,2025-04-21,04:54,Medium
Guntur,2025-08-06,18:41,Low
Anantapur,2025-12-26,11:42,High
Anantapur,2025-07-11,15:03,High
Chittoor,2025-10-25,05:04,Low
Krishna,2025-07-13,02:02,Medium
Krishna,2025-07-27,02:22,Low
East Godavari,2025-04-17,18:12,High
Visakhapatnam,2025-07-10,14:39,Medium
Kurnool,2025-04-12,21:42,Low
Anantapur,2025-11-10,11:06,Low
Chittoor,2025-11-02,09:51,Medium
Vizianagaram,2025-05-28,05:56,Medium
Chittoor,2025-10-22,11:26,Low
Nellore,2025-12-15,22:50,Medium
Krishna,2025-02-12,16:57,Medium
Chittoor,2025-06-16,22:59,High
YSR Kadapa,2025-01-27,07:27,Low
East Godavari,2025-02-06,02:53,Medium
West Godavari,2025-02-01,17:36,High
Kurnool,2025-10-15,01:52,High
Anantapur,2025-07-03,21:56,Low
Visakhapatnam,2025-02-26,15:20,Medium
Visakhapatnam,2025-12-20,07:01,High
Visakhapatnam,2025-05-09,09:33,High
Visakhapatnam,2025-01-17,13:08,High
Vizianagaram,2025-01-18,22:55,High
West Godavari,2025-11-19,00:32,Medium
Krishna,2025-05-05,04:24,Medium
Prakasam,2025-12-13,04:31,Medium
Guntur,2025-02-09,08:35,High
Guntur,2025-04-24,08:23,High
YSR Kadapa,2025-05-03,08:11,High
Nellore,2025-11-13,11:54,High
East Godavari,2025-11-13,15:15,Medium
Srikakulam,2025-05-02,14:21,High
Prakasam,2025-02-24,21:44,Medium
West Godavari,2025-05-18,23:19,High
YSR Kadapa,2025-02-21,01:19,Low
Nellore,2025-02-07,17:34,Medium
Prakasam,2025-03-01,22:56,Low
Krishna,2025-04-15,06:14,Low
Visakhapatnam,2025-12-11,12:07,Medium
Chittoor,2025-11-21,11:01,High
Prakasam,2025-09-02,23:27,High
West Godavari,2025-08-09,20:59,Low
YSR Kadapa,2025-11-27,15:52,Low
Nellore,2025-08-06,10:32,Medium
West Godavari,2025-12-09,14:45,Low
Guntur,2025-09-16,08:08,Low
West Godavari,2025-01-09,16:59,Medium
YSR Kadapa,2025-10-16,15:49,High
Vizianagaram,2025-07-18,00:24,Low
Visakhapatnam,2025-12-01,16:20,Medium
Guntur,2025-01-24,11:14,Low
Visakhapatnam,2025-11-03,14:27,Low
Guntur,2025-08-20,08:49,Low
Prakasam,2025-08-18,18:40,Low
Kurnool,2025-04-07,12:46,Medium
Visakhapatnam,2025-04-16,12:29,Low
Chittoor,2025-12-02,00:09,Low
Srikakulam,2025-11-10,00:28,High
Kurnool,2025-02-10,11:45,High
Kurnool,2025-06-14,03:28,High
YSR Kadapa,2025-05-03,17:02,High
Prakasam,2025-05-18,11:55,Medium
Guntur,2025-04-10,19:04,Medium
Krishna,2025-10-23,15:53,High
Guntur,2025-01-18,00:27,Medium
Nellore,2025-07-02,01:38,Low
Vizianagaram,2025-01-14,13:30,Medium
Srikakulam,2025-01-07,22:02,Medium
Chittoor,2025-06-08,07:00,High
Anantapur,2025-12-12,17:56,Medium
Prakasam,2025-02-28,23:38,Medium
East Godavari,2025-08-25,05:08,Low
East Godavari,2025-10-08,10:30,High
Vizianagaram,2025-06-05,13:25,High
Visakhapatnam,2025-01-01,07:47,Low
Guntur,2025-02-09,17:34,High
Krishna,2025-09-01,17:23,High
Anantapur,2025-12-05,11:57,Low
Chittoor,2025-03-08,09:47,Low
Srikakulam,2025-08-05,15:16,High
Guntur,2025-03-23,16:43,Low
Prakasam,2025-04-08,23:54,High
Guntur,2025-05-19,13:23,Medium
Chittoor,2025-06-26,03:44,Medium
Guntur,2025-10-01,15:39,Medium
Prakasam,2025-03-03,01:22,Low
Chittoor,2025-07-21,19:37,Medium
Srikakulam,2025-12-03,10:15,Low
Nellore,2025-03-26,01:36,High
YSR Kadapa,2025-11-11,10:31,Low
Kurnool,2025-01-17,07:40,Low
Kurnool,2025-12-21,17:42,Medium
Kurnool,2025-04-03,11:29,Low
Nellore,2025-06-07,14:19,Medium
East Godavari,2025-06-06,10:49,Low
Guntur,2025-03-04,12:08,High
Krishna,2025-10-15,08:35,Low
Nellore,2025-09-16,10:26,Medium
Visakhapatnam,2025-01-25,16:27,Low
Vizianagaram,2025-10-25,11:53,Medium
Krishna,2025-01-02,11:22,High
Vizianagaram,2025-06-09,15:15,Low
Guntur,2025-03-09,09:46,Medium
Nellore,2025-10-23,17:44,Medium
Kurnool,2025-05-02,14:27,Medium
Nellore,2025-01-08,04:49,High
Vizianagaram,2025-06-13,23:13,High
Vizianagaram,2025-02-26,07:09,High
Vizianagaram,2025-05-01,01:05,High
YSR Kadapa,2025-12-20,01:52,High
Prakasam,2025-04-22,04:50,High
YSR Kadapa,2025-12-18,03:51,High
Anantapur,2025-12-05,11:28,Low
West Godavari,2025-09-21,10:15,Low
Nellore,2025-09-12,01:44,Low
East Godavari,2025-04-01,06:31,Low
Srikakulam,2025-09-25,15:28,Medium
Vizianagaram,2025-11-07,22:37,High
Chittoor,2025-09-09,20:37,High
Nellore,2025-07-02,09:05,Low
Guntur,2025-04-02,14:51,Medium
Anantapur,2025-11-03,13:57,Medium
Prakasam,2025-12-09,22:59,High
Kurnool,2025-01-25,04:52,High
Guntur,2025-10-21,14:31,Medium
Nellore,2025-03-06,01:25,Low
Guntur,2025-04-05,13:26,High
Visakhapatnam,2025-05-02,04:50,Low
Anantapur,2025-06-05,00:21,Medium
Nellore,2025-04-23,08:47,Medium
Anantapur,2025-12-11,09:24,High
Chittoor,2025-03-22,18:47,Medium
Prakasam,2025-06-20,11:55,High
Chittoor,2025-01-18,08:55,Low
Vizianagaram,2025-05-01,06:34,Low
Kurnool,2025-12-14,13:38,Medium
Srikakulam,2025-12-25,04:59,Low
Srikakulam,2025-12-10,22:17,Low
Krishna,2025-07-17,03:19,High
Vizianagaram,2025-05-21,12:51,High
Chittoor,2025-01-16,05:30,Low
Prakasam,2025-07-25,20:27,Medium
Srikakulam,2025-06-09,18:25,Medium
YSR Kadapa,2025-07-01,11:10,High
Srikakulam,2025-06-18,10:52,Low
West Godavari,2025-08-14,23:16,High
Kurnool,2025-05-05,22:03,Low
YSR Kadapa,2025-07-07,07:51,Low
Visakhapatnam,2025-04-18,00:27,High
Prakasam,2025-07-25,15:43,High
Krishna,2025-03-03,23:19,Low
Nellore,2025-08-04,01:40,High
Chittoor,2025-07-02,00:42,High
Krishna,2025-06-16,06:15,High
Prakasam,2025-07-15,11:12,High
Kurnool,2025-04-14,01:12,Low
Guntur,2025-05-01,13:39,Low
Guntur,2025-04-25,13:00,Medium
Nellore,2025-06-21,09:33,Low
East Godavari,2025-09-18,06:02,High
Prakasam,2025-06-07,06:45,Low
YSR Kadapa,2025-07-11,10:33,Low
Vizianagaram,2025-02-27,11:30,Low
Visakhapatnam,2025-12-13,18:57,Medium
Nellore,2025-11-23,14:44,Low
West Godavari,2025-05-20,08:37,High
Prakasam,2025-07-15,07:24,High
Nellore,2025-05-24,15:30,Medium
Anantapur,2025-05-16,18:26,Low
Visakhapatnam,2025-01-20,15:34,Medium
Visakhapatnam,2025-01-24,12:43,Low
Krishna,2025-09-24,01:42,Low
Visakhapatnam,2025-08-26,08:08,Low
Guntur,2025-04-04,14:40,Medium
Anantapur,2025-05-20,23:31,High
Prakasam,2025-11-02,11:05,Low
Guntur,2025-10-14,13:14,Low
Nellore,2025-02-27,14:13,Low
Nellore,2025-04-01,17:39,High
Anantapur,2025-03-13,00:05,Low
YSR Kadapa,2025-03-06,17:41,Medium
West Godavari,2025-10-03,01:43,High
Prakasam,2025-09-12,10:15,High
Prakasam,2025-04-26,20:16,High
Visakhapatnam,2025-05-02,05:41,Medium
Krishna,2025-12-02,08:10,Low
Anantapur,2025-06-21,08:14,High
Nellore,2025-12-26,11:50,Low
West Godavari,2025-02-24,07:02,Medium
Krishna,2025-04-21,22:38,Low
Prakasam,2025-06-13,16:57,Low
Prakasam,2025-02-20,14:31,High
Visakhapatnam,2025-04-01,06:50,Medium
YSR Kadapa,2025-12-18,11:13,High
Anantapur,2025-07-24,20:55,Low
Kurnool,2025-08-12,13:34,Low
Nellore,2025-07-22,21:21,Low
YSR Kadapa,2025-04-06,02:12,Medium
Guntur,2025-04-05,02:24,Medium
Srikakulam,2025-01-11,11:18,Medium
Anantapur,2025-06-03,00:52,Medium
Kurnool,2025-06-17,19:18,High
YSR Kadapa,2025-01-08,14:38,Low
East Godavari,2025-09-13,00:26,High
Chittoor,2025-06-23,23:01,High
Anantapur,2025-12-08,18:23,High
Srikakulam,2025-02-07,03:16,Low
Visakhapatnam,2025-02-16,01:56,High
Krishna,2025-08-12,19:13,Medium
Visakhapatnam,2025-05-15,17:25,Medium
West Godavari,2025-09-01,09:33,High
Vizianagaram,2025-08-06,08:29,High
Kurnool,2025-04-06,14:00,Low
West Godavari,2025-09-11,04:19,High
Nellore,2025-05-06,21:45,High
Kurnool,2025-11-08,15:00,High
Kurnool,2025-08-07,10:49,Low
Prakasam,2025-03-24,16:30,High
Kurnool,2025-07-04,18:47,Low
Krishna,2025-07-09,10:37,High
Guntur,2025-03-08,22:41,Medium
East Godavari,2025-06-06,17:17,Low
Nellore,2025-05-07,17:13,Low
Kurnool,2025-07-01,13:48,High
Nellore,2025-03-26,21:54,Low
Nellore,2025-10-19,12:43,Low
Krishna,2025-12-11,12:24,High
Krishna,2025-02-21,17:45,Medium
Chittoor,2025-07-23,01:21,High
Guntur,2025-06-10,18:54,Medium
Srikakulam,2025-10-01,03:23,Low
YSR Kadapa,2025-04-14,15:58,Low
Guntur,2025-03-15,18:57,Medium
Chittoor,2025-02-28,20:38,Low
West Godavari,2025-05-10,03:03,High
YSR Kadapa,2025-06-13,07:23,High
Krishna,2025-03-19,22:06,Low
Kurnool,2025-04-08,02:09,High
Vizianagaram,2025-10-10,19:15,Medium
Visakhapatnam,2025-09-16,08:04,Medium
Nellore,2025-03-03,02:35,Low
Guntur,2025-02-02,09:51,High
Anantapur,2025-04-09,22:20,Low
Anantapur,2025-06-24,13:50,Low
East Godavari,2025-02-01,00:42,Low
Guntur,2025-12-20,09:19,Low
Kurnool,2025-06-28,18:14,Medium
Srikakulam,2025-08-28,11:47,Medium
Guntur,2025-02-22,00:53,High
East Godavari,2025-05-12,22:23,High
Visakhapatnam,2025-09-04,22:39,High
Kurnool,2025-05-12,04:44,Medium
Vizianagaram,2025-06-13,02:08,Medium
Krishna,2025-10-02,03:24,High
Guntur,2025-06-07,14:43,Low
Visakhapatnam,2025-06-18,09:46,Low
Vizianagaram,2025-06-12,00:20,Low
Chittoor,2025-12-23,05:17,High
Chittoor,2025-10-11,17:26,Low
Nellore,2025-09-23,17:25,Low
West Godavari,2025-11-01,00:17,Medium
Srikakulam,2025-11-05,01:22,Medium
East Godavari,2025-09-27,05:50,Low
Kurnool,2025-03-14,21:33,High
Kurnool,2025-12-01,07:56,High
YSR Kadapa,2025-04-18,00:55,High
East Godavari,2025-04-15,10:59,Low
Srikakulam,2025-11-08,18:23,Low
Guntur,2025-09-19,05:37,High
Chittoor,2025-05-10,17:11,Medium
Guntur,2025-09-15,12:08,Medium
Visakhapatnam,2025-12-22,08:19,High
Krishna,2025-10-17,18:03,High
YSR Kadapa,2025-01-20,14:25,High
Kurnool,2025-02-20,23:39,Low
YSR Kadapa,2025-03-15,00:53,High
Chittoor,2025-03-14,11:01,Low
East Godavari,2025-05-25,14:38,Low
Krishna,2025-02-20,03:46,High
Guntur,2025-12-02,23:05,High
East Godavari,2025-04-11,21:07,Low
Kurnool,2025-02-07,18:01,Medium
West Godavari,2025-06-25,07:58,Low
Kurnool,2025-02-15,04:09,High
Visakhapatnam,2025-06-23,10:02,Low
Nellore,2025-10-08,16:11,Medium
Guntur,2025-10-22,00:25,Medium
YSR Kadapa,2025-03-12,17:12,High
Vizianagaram,2025-12-26,03:08,High
Chittoor,2025-08-02,12:34,High
Guntur,2025-09-10,02:42,Low
Srikakulam,2025-10-21,06:52,Medium
Guntur,2025-03-05,04:35,Medium
Vizianagaram,2025-09-23,23:31,High
Anantapur,2025-11-04,22:03,Medium
YSR Kadapa,2025-06-26,02:17,Medium
Prakasam,2025-05-26,19:10,High
Prakasam,2025-05-22,08:11,High
Vizianagaram,2025-04-16,22:18,Medium
Kurnool,2025-01-01,15:06,Low
West Godavari,2025-09-04,01:31,Medium
Vizianagaram,2025-11-17,23:23,Low
Anantapur,2025-07-27,20:29,Low
Krishna,2025-11-07,03:45,Low
Visakhapatnam,2025-07-21,08:50,High
Krishna,2025-07-13,23:39,High
Visakhapatnam,2025-10-16,00:00,Low
Chittoor,2025-05-21,00:28,Medium
YSR Kadapa,2025-03-17,10:05,High
Nellore,2025-09-24,06:47,Medium
Srikakulam,2025-11-27,05:53,High
Nellore,2025-02-05,07:10,Low
Guntur,2025-03-08,13:49,High
Chittoor,2025-01-01,15:14,Medium
West Godavari,2025-03-19,11:24,Medium
Vizianagaram,2025-07-12,16:01,High
Chittoor,2025-05-27,19:02,High
YSR Kadapa,2025-12-27,17:07,Low
Vizianagaram,2025-06-26,02:00,Low
Chittoor,2025-06-19,00:54,High
Krishna,2025-02-12,23:45,High
Krishna,2025-04-16,20:32,Medium
Guntur,2025-09-04,18:30,High
Visakhapatnam,2025-03-06,22:36,High
Kurnool,2025-12-28,17:40,Low
Nellore,2025-11-10,03:20,Low
Vizianagaram,2025-12-02,15:38,Low
Vizianagaram,2025-01-18,12:28,Medium
West Godavari,2025-06-28,17:32,Low
Krishna,2025-05-03,02:43,Low
YSR Kadapa,2025-04-25,06:42,High
Prakasam,2025-05-19,06:12,Low
Anantapur,2025-01-01,13:07,High
East Godavari,2025-10-19,06:32,High
West Godavari,2025-02-02,22:42,Medium
Vizianagaram,2025-04-12,12:17,Low
Nellore,2025-10-06,15:54,High
Guntur,2025-08-18,15:49,Low
Visakhapatnam,2025-01-13,10:35,Low
Guntur,2025-09-12,05:14,High
YSR Kadapa,2025-11-06,03:59,Low
East Godavari,2025-12-16,07:41,High
Prakasam,2025-02-23,08:57,Low
Anantapur,2025-08-13,22:00,High
Nellore,2025-09-20,12:58,Medium
Prakasam,2025-08-18,11:37,Medium
Nellore,2025-11-27,02:07,Low
Srikakulam,2025-01-28,07:43,Low
Nellore,2025-07-18,15:43,High
West Godavari,2025-05-07,02:20,Low
East Godavari,2025-10-10,01:28,High
Srikakulam,2025-07-10,01:27,High
East Godavari,2025-11-13,15:24,Medium
Visakhapatnam,2025-04-08,04:49,Medium
West Godavari,2025-08-19,03:02,Low
Nellore,2025-05-03,16:08,Low
West Godavari,2025-01-26,20:57,High
Krishna,2025-06-08,11:29,High
Chittoor,2025-08-05,06:08,High
West Godavari,2025-05-12,03:13,High
Krishna,2025-11-28,01:13,High
Prakasam,2025-11-09,14:03,High
Prakasam,2025-05-12,01:09,Medium
Guntur,2025-02-24,05:09,High
Srikakulam,2025-07-02,03:17,Low
Chittoor,2025-11-26,12:33,Low
Prakasam,2025-05-06,11:08,High
Kurnool,2025-06-14,13:58,Low
Chittoor,2025-12-21,04:47,High
Visakhapatnam,2025-10-25,14:19,High
West Godavari,2025-07-24,07:44,Low
YSR Kadapa,2025-06-18,00:56,Medium
YSR Kadapa,2025-11-15,11:09,Low
Chittoor,2025-09-16,06:56,Low
Nellore,2025-05-08,15:36,Low
Srikakulam,2025-05-01,06:52,Medium
East Godavari,2025-09-17,21:57,High
Prakasam,2025-06-24,04:39,High
Srikakulam,2025-05-06,22:41,High
YSR Kadapa,2025-04-27,05:39,Medium
Chittoor,2025-07-02,13:58,Medium
Anantapur,2025-06-22,16:08,High
Guntur,2025-02-06,21:02,High
Vizianagaram,2025-04-23,20:54,Medium
Anantapur,2025-12-20,13:14,Low
Chittoor,2025-10-03,16:53,Medium
Prakasam,2025-03-06,18:47,High
West Godavari,2025-09-27,01:44,High
West Godavari,2025-07-02,15:24,Low
Krishna,2025-04-24,20:15,High
Prakasam,2025-05-04,23:00,Low
Kurnool,2025-06-22,07:38,Medium
Srikakulam,2025-09-07,07:19,Medium
Vizianagaram,2025-06-21,21:20,High
East Godavari,2025-08-07,15:36,Low
Chittoor,2025-11-11,20:13,Medium
YSR Kadapa,2025-03-15,06:45,High
Chittoor,2025-09-05,16:36,High
Anantapur,2025-09-08,15:31,Medium
YSR Kadapa,2025-10-17,14:25,High
Guntur,2025-06-21,06:26,Medium
Vizianagaram,2025-06-10,04:05,High
